	WER_MEAN	CORTEX_MEAN	pet111_MEAN	scr5_MEAN	wol_MEAN
257381_at	0.490287878	0.518865201	0.476468751	1.442598412	0.884378348
257382_at	0.757717089	0.447796246	0.687662814	0.602362053	0.85398479
257383_at	0.383405647	0.410388466	0.407333028	0.474939623	0.506550119
257384_at	0.463602648	0.495281096	0.527980549	0.555024907	0.574891253
257385_at	0.339827133	0.335957536	0.354495473	0.427612518	0.609094377
257386_at	0.442081396	0.459001891	0.519147563	0.63504444	0.71172305
257387_s_at	0.336641764	0.344242188	0.364820011	0.381570371	0.411283361
257388_at	0.370680348	0.380692914	0.364382965	0.427742478	0.477332848
257389_at	0.797411511	0.880320748	0.755605931	0.960970175	0.897395245
257390_x_at	0.467621388	0.570000929	0.565358621	0.611699201	0.619125929
257391_at	0.372173117	0.372949163	0.408773759	0.408551384	0.454646549
257392_at	0.469516928	0.503241177	0.527751037	0.56680896	0.575145014
257393_at	0.783166936	0.70889235	0.57858325	0.832884166	0.674865556
257394_at	0.378467958	0.364963372	0.397325847	0.446742286	0.52322394
257395_at	0.653004354	0.510140752	0.47496335	0.63527015	0.722588427
257396_at	0.606234036	0.614240967	0.614968691	0.771590018	0.70853873
257397_at	0.60185021	0.658232599	0.631764871	0.78711047	0.84705703
257398_at	0.590069284	0.836996884	0.656979284	0.893522722	0.814045718
257399_at	0.552643839	0.553504643	0.606756415	0.670309121	0.611318219
257400_s_at	0.406519237	0.444595952	0.449517669	0.483617211	0.529687497
257401_at	0.63564952	0.732029212	1.022058374	1.069701457	0.957542788
257402_at	0.367823605	0.370675619	0.38129177	0.444362112	0.507507123
257403_at	1.762278352	2.232968799	2.581170968	1.147438851	1.536846694
257404_at	0.596777464	0.527991792	0.792815942	0.632897959	0.674998111
257405_at	0.962708499	0.419681283	0.426359406	0.541183806	0.632407602
257406_at	0.742345628	0.540162151	0.531628874	0.602472691	0.659519422
257407_at	5.121993203	8.282326486	11.88521163	2.950725869	2.869766944
257408_at	0.530223786	0.567173932	0.56231859	0.680671353	0.64580917
257409_at	0.462234587	0.512985771	0.496876744	0.724806647	0.736481555
257410_at	1.743421639	2.933791812	2.226855637	1.333534016	1.161569355
257411_s_at	0.317864278	0.32624238	0.361441137	0.382853111	0.424189456
257412_at	0.674310837	0.532237536	0.632628467	0.660999029	0.70719576
257413_at	1.465827351	2.52004686	1.04961196	1.569851367	1.547466778
257414_at	0.603652255	0.629089629	0.606067558	0.792915371	0.762100749
257415_at	0.538209319	0.515332998	0.565315555	0.63665201	0.709043513
257416_at	0.473056199	0.519533607	0.498842836	0.588081314	0.607776403
257417_at	0.471577989	0.472651194	0.467683339	0.831595386	0.654265638
257418_at	1.169384122	0.699997632	0.787954567	0.677602891	1.262086884
257419_at	0.553742193	0.53761688	0.482958646	0.614383396	0.645331862
257420_at	1.411961577	1.991876342	1.721101002	1.387679005	0.929089565
257421_at	0.494090114	0.49507971	0.86698417	0.543825371	0.619864536
257422_at	0.829693865	0.804376941	1.020574106	0.724670591	0.712863157
257423_at	0.640233545	0.518214424	0.53119368	0.733610523	0.716212101
257424_at	0.519910931	0.678796689	0.658531572	0.753174093	0.787261809
257425_at	0.570662734	0.675475381	0.715315623	0.98436282	0.954257612
257426_at	1.310463372	0.792559876	0.877246398	0.79589816	0.794841159
257427_at	1.242113178	0.722385687	0.493160489	0.674959437	0.761207714
257428_at	0.685259568	0.733953027	0.677128602	0.589889214	0.645549306
257429_at	0.49619271	0.499249198	0.538527095	0.588695946	0.634856341
257430_at	0.609566564	0.625384475	0.58790782	0.82835314	0.752514695
257431_at	1.849998915	2.42961514	1.886563101	1.626353188	1.28696165
257432_at	1.96354086	1.904030196	1.376886485	1.19170514	0.905513354
257433_at	0.471925067	0.529537042	0.504163039	0.584728889	0.593117679
257434_at	0.454447936	0.487450755	0.429166616	0.594601408	0.629867904
257435_at	4.425950608	2.398262035	2.357294362	2.987983522	2.652844982
257436_s_at	0.347689323	0.346017691	0.34521419	0.377474635	0.432473404
257437_s_at	0.43301301	0.440484064	0.393585741	0.46860786	0.612393108
257438_at	0.395439006	0.422015198	0.409539525	0.537065094	0.501863767
257439_at	0.412793144	0.382019348	0.438945854	0.549848566	0.601733295
257440_at	0.324790138	0.317561188	0.321851232	0.362114558	0.428017711
257441_at	0.604462892	0.580793274	0.739566806	0.731030256	0.672607475
257442_at	0.672752897	0.741497753	0.679727689	0.864996548	0.762275932
257443_at	0.476312731	0.485108791	0.495824477	0.607683519	0.603290558
257444_at	0.772327769	0.684675604	1.007416115	0.875815724	0.958952334
257445_x_at	0.409876977	0.407429083	0.409142524	0.509604702	0.645908661
257446_at	0.325638372	0.338089077	0.341593633	0.37010429	0.421559894
257447_at	0.427839049	0.469769957	0.685258502	0.593336754	0.548429428
257448_s_at	1.248892565	1.240290364	0.895370558	0.569141836	0.729149564
257449_at	0.653537367	0.669228547	0.670183074	0.863725059	0.896978203
257450_at	2.895188784	0.542908602	3.448238571	0.665139984	0.871427746
257451_at	0.593947156	0.651149927	0.591362515	0.879583987	0.823950962
257452_at	0.421576346	0.482333627	0.459823431	0.640485145	0.640978293
257453_at	0.409667814	0.405683503	0.44764478	0.474429969	0.50647859
257454_at	0.42917845	0.483082155	0.510123307	0.577817981	0.57144234
257455_s_at	0.414847807	0.4215257	0.483994789	0.49866274	0.595909892
257456_at	0.412219257	0.477071082	0.484813292	0.542720605	0.581857415
257457_at	0.397323269	0.436864683	0.425528637	0.51768339	0.559160372
257458_at	0.485205913	0.503889838	0.474821641	0.581681675	0.679511214
257459_at	0.783110252	0.836986425	0.783789874	0.640208815	0.766245507
257460_at	0.43703384	0.44722545	0.551812303	0.51915459	0.850767253
257461_at	0.754464385	0.775347265	0.802874426	0.941125377	0.974269858
257462_at	0.928107641	2.199675436	1.129247987	1.637276997	1.092919112
257463_at	1.69100077	1.119471606	8.344760453	1.11357916	1.094168133
257464_at	0.683960633	0.893502241	0.765339692	0.848413887	0.700404671
257465_at	0.47908689	0.385097017	0.380453879	0.459397331	0.501239442
257466_at	0.563446876	1.199497893	3.423717157	1.634130976	1.197583522
257467_at	0.454064148	0.521124283	0.884702266	0.513847467	0.586743375
257468_at	0.368411494	0.355212418	0.365635214	0.402707522	0.501024358
257469_at	0.537193085	0.570395447	0.60330685	0.701483696	0.698426746
257470_at	1.526328654	1.296648115	1.912032594	1.139762439	0.955954614
257471_at	0.327214748	0.33591047	0.347759397	0.403161412	0.465335668
257472_at	0.408862066	0.413447181	0.43595101	0.500437383	0.544705004
257473_at	0.492633214	0.596685156	0.583695564	0.698881	0.655662321
257474_at	0.986144891	1.524617009	0.796341896	0.954116594	0.969947567
257475_at	0.635952755	0.601632596	0.62986333	0.72154725	0.728300058
257476_at	0.477328689	0.639217333	0.967003732	0.51857423	0.568305325
257477_at	0.961534841	1.586600241	1.562736107	1.137389708	0.953270102
257478_at	0.641817706	0.682543093	0.685930165	0.781407817	0.643063809
257479_at	0.525765389	0.559172731	0.702724855	0.665518756	0.772659905
257480_at	1.357538927	4.185757472	0.853084852	1.79260228	1.244953467
257481_at	0.580430322	0.522054909	0.605984121	0.783415531	0.725894694
257482_x_at	0.64869562	0.611402369	0.675081604	0.83967263	0.765423363
257483_at	0.906456842	0.752617592	2.070627605	1.053513075	1.028020358
257484_at	2.681742777	4.346400819	5.959933036	2.648904065	1.861255487
257485_at	0.669866739	0.51759326	0.546348955	0.71416369	0.675113705
257486_at	0.478457906	0.553692473	0.509692741	0.613954901	0.694805705
257487_at	0.98745384	0.476662581	0.516745645	0.540067455	0.81968721
257488_s_at	0.447432867	0.414618979	0.404610663	0.486393856	0.517896604
257489_at	0.562186054	0.640308697	0.578052493	0.739113885	0.713108821
257490_x_at	0.505748211	0.470813282	0.4464151	0.521024736	0.808761961
257491_at	0.34916963	0.328494377	0.342243938	0.414382875	0.476514295
257492_at	0.487152023	0.520173732	0.528409455	0.674773289	0.663966197
257493_at	0.628563673	0.635904602	0.673019801	0.742503142	0.673667
257494_at	0.562236596	0.618719872	0.816557535	0.806250375	0.69929217
257495_at	4.481750355	3.88259881	1.949408185	2.109192861	1.749135201
257496_s_at	0.625747374	0.787939692	0.711679526	0.848753459	0.707076332
257497_at	0.597383146	0.483118921	0.542750525	0.462986464	0.575502076
257498_at	0.529637376	0.529924602	0.622568079	0.710884666	0.769257143
257499_at	1.522014655	1.425394635	1.09330576	1.188522961	1.142513429
257500_s_at	0.439667124	2.440426019	0.350442485	2.030159189	0.975829558
257501_at	0.405532544	0.392164813	0.405479992	0.44414303	0.505046193
257502_at	0.390410361	0.448528389	0.5507858	0.48782358	0.967020972
257503_at	0.551446374	0.548031185	0.545883547	0.664619741	0.624313832
257504_at	1.514644496	1.266489561	0.52609323	0.689196144	0.902272177
257505_at	0.609035167	0.651620204	0.612463612	0.724939783	0.637337074
257506_at	0.350591456	0.31823902	0.342082919	0.39449285	0.455068526
257507_at	0.45628672	0.483377712	0.55230359	0.626672105	0.603481283
257508_at	0.328335954	0.305241231	0.343401108	0.343445996	0.40300756
257509_at	0.380391183	0.376818165	0.377139009	0.489771135	0.543356956
257510_at	0.64364129	4.070199042	0.729596197	1.140702587	1.264499312
257511_at	0.460775416	0.476769798	0.443670181	0.598390163	0.768157872
257512_at	0.685638695	0.98220853	0.787586157	0.87408103	0.913916541
257513_s_at	2.773343447	1.797217138	1.051877449	1.504158483	1.473364842
257514_at	0.444486243	0.453363797	0.447677946	0.558817857	0.614048545
257515_at	0.527452088	0.660377973	0.627681703	0.716435681	0.738174436
257516_at	5.161884367	4.580453001	5.730023872	4.533361614	3.401028674
257517_at	0.626202051	0.641279594	0.659412824	1.043811532	3.408796826
257518_at	1.198776658	0.879300522	2.009502062	1.336324801	1.072478281
257519_at	0.520005678	0.961064745	0.946364512	0.781334607	0.714359938
257520_at	0.355737097	0.331729369	0.355157082	0.409772407	0.527835933
257521_at	0.632272707	0.521610182	0.516539626	0.747791291	0.893442668
257522_at	0.880469186	0.795902741	3.119495614	1.408674841	0.835198357
257523_at	0.520511493	0.498620762	0.532471408	0.652301147	0.731470926
257524_at	0.839550739	0.585489732	0.627155985	0.647281682	0.702024409
257525_at	0.514792259	0.550033981	0.534037964	0.682959016	0.689025363
257526_s_at	1.145237614	0.895146729	0.791896074	0.908177996	0.771910261
257527_at	0.533771831	0.486020202	0.52678741	0.67428852	0.675325325
257528_at	0.514046797	0.553096429	0.48182761	0.579358203	0.586521623
257529_at	0.680265289	0.409267784	0.373519173	0.431919438	0.481235715
257530_at	0.829626118	0.944390273	1.54897257	0.739358063	0.844836619
257531_at	0.49514761	0.49800872	0.471384005	0.568876896	0.578452505
257532_at	0.429491249	0.417429066	0.442730737	0.50800522	0.552397574
257533_at	0.508488008	0.465196015	0.581205049	0.574509294	0.638151776
257534_at	1.097763706	0.828562341	0.996017299	0.922464321	1.012727068
257535_at	0.991864908	1.232328705	0.727111236	0.781476054	0.655409055
257536_at	2.086705969	3.149793451	8.71393436	2.408995096	2.762461142
257537_at	0.597689402	0.728032957	0.593586384	0.789644414	0.787431974
257538_at	0.48457596	0.572872146	0.473423406	0.58614031	0.598499921
257539_at	0.625579879	0.634610505	0.705176628	0.872160935	0.835243971
257540_at	0.558679306	0.577519457	0.588793257	0.623248141	0.633140205
257541_at	1.360449144	0.998548745	1.182129622	1.247196928	1.213883558
257542_at	0.622449776	0.623407413	0.57389403	0.72980628	0.744895033
257543_at	0.469342827	0.503856232	0.528343832	0.613397879	0.659861329
257544_at	0.671356421	0.724670243	0.80498793	0.796227508	0.828367806
257545_at	0.756410624	1.501159338	0.843168442	1.001735925	1.032403699
257546_s_at	0.465727468	0.47107518	0.480272143	0.540250616	0.591623845
257547_at	0.656745979	1.116981834	0.593869291	0.949343104	0.852440903
257548_s_at	0.419213172	0.441416979	0.439376098	0.480398547	0.512750491
257549_at	0.40879219	0.480817379	0.47405827	0.543371747	0.600767781
257550_at	0.519858684	0.597005214	0.544756409	0.692595893	0.698021921
257551_at	0.534347644	0.55140762	0.613709859	0.659244405	0.702664113
257552_at	0.403902486	0.375474516	0.403502441	0.496957972	0.541986281
257553_at	2.326840029	2.265405732	2.408624209	2.190983664	1.587886091
257554_at	0.759188518	0.564771794	0.600034414	0.627083212	0.880595484
257555_at	0.600418863	0.833031934	0.696799077	0.71638715	0.713196961
257556_at	0.463781709	0.56535544	0.462470946	0.568472443	0.634674424
257557_at	0.452157961	0.366464113	0.371348147	0.41680736	0.455410141
257558_s_at	0.36838878	0.437172815	0.472414991	0.488463232	0.486080217
257559_at	0.481489244	0.541174913	0.460754593	0.57673677	0.560917387
257560_at	1.783961374	1.710407484	1.318170443	1.405890333	1.212435195
257561_at	0.580803876	0.654329671	0.600625125	0.823206251	0.841746152
257562_at	0.489809924	0.505909051	0.519268273	0.620055534	0.666046578
257563_at	0.364176896	0.373896165	0.403305481	0.452924946	0.466283145
257564_at	0.566194093	0.579850863	0.577300553	0.804724531	0.795855758
257565_at	0.385285222	0.422819241	0.410740795	0.488890281	0.4921722
257566_x_at	0.328340997	0.33573149	0.340024728	0.382301344	0.430225723
257567_at	0.403247369	0.635248632	0.349420832	0.42328589	0.426063701
257568_s_at	0.452980946	0.481334064	0.5744459	0.586403985	0.651977544
257569_at	0.510603102	0.526012974	0.568412024	0.546095648	0.584711613
257570_at	0.508664111	0.447344006	0.5043076	0.63073942	0.683927438
257571_at	1.965910935	0.644675927	0.592977332	0.795165501	1.202047965
257572_at	0.433883401	0.475542805	0.634525441	0.585539154	0.620148454
257573_at	0.816493273	6.285518966	0.729662941	2.452506588	2.326471494
257574_at	0.827954674	0.58599387	0.539942136	0.699506462	0.699645737
257575_at	0.392423424	0.404212545	0.410366782	0.479162662	0.521297047
257576_at	0.444952769	0.507006846	0.483675645	0.624750595	0.636530615
257577_at	0.390292358	0.461196945	0.418747262	0.548479177	0.576869312
257578_x_at	4.348674134	1.397861564	0.885228503	0.911290977	1.457175503
257579_at	0.482676598	0.4733846	0.478344508	0.609168427	0.60181404
257580_at	1.066957324	0.978047467	1.464794984	1.008091015	0.851433181
257581_s_at	0.378542487	0.397333259	0.388129909	0.475552349	0.467742687
257582_at	1.360135538	0.421487884	1.982981854	0.473602685	0.556490462
257583_at	1.015121001	0.789652077	1.184055441	3.106412946	1.253769337
257584_at	0.440726275	0.484183744	0.475458245	0.571837961	0.697287301
257585_at	0.408633357	0.435436875	0.455840002	0.506939858	0.526394815
257586_at	0.654671788	0.821135075	0.658434289	0.774310339	0.664850423
257587_at	0.795809161	0.889813296	0.973261727	0.740396018	0.775578246
257588_x_at	0.437410304	0.453542232	0.4673761	0.605663836	0.618405815
257589_at	0.485017348	0.466963207	0.507735363	0.540508868	0.615389647
257590_s_at	1.084208508	0.637728273	0.900188029	0.885444535	0.928673278
257591_at	0.482645792	0.510075897	0.541551685	0.608986326	0.58821292
257592_at	0.405298415	0.474623435	0.427063527	0.542872547	0.535000348
257593_at	1.346883109	1.282703597	1.780456626	0.84968549	0.878354481
257594_at	1.284523446	1.38258898	1.637934939	1.791050819	1.395378139
257595_at	1.876160413	1.845910991	0.413156464	0.592265195	0.694708681
257596_at	1.531110725	2.238080622	1.28027455	1.557143111	1.236045878
257597_at	0.501363431	0.543859941	0.546546322	0.690060398	0.720937544
257598_at	1.833996415	3.259297131	2.20950889	2.788600904	2.058787041
257599_at	34.36293935	19.49063563	19.74662451	20.9636553	25.87358929
257600_at	0.900025648	1.123807056	1.077858671	0.659392648	0.857046781
257601_at	0.781998071	0.791991413	0.81039584	0.81750338	0.754124467
257602_at	1.248946409	1.125916395	1.460534453	1.064453855	1.033863086
257603_at	0.45076908	0.480430465	0.483382274	0.639876051	0.640833545
257604_s_at	0.32914206	0.325769088	0.336589839	0.384885788	0.418591367
257605_at	0.49158816	0.520983024	0.547246417	0.611752513	0.594594874
257606_at	5.83500491	5.645137128	5.753347407	3.58523878	2.898447797
257607_at	0.719335265	0.634032795	0.574313572	0.710217555	0.848058108
257608_at	6.727438134	2.727380849	3.452953675	3.486840057	3.44020069
257609_at	3.052023765	1.694666109	1.651836541	1.777975944	1.607391303
257610_at	0.473655861	0.598813004	0.493855259	0.604790055	0.823388516
257611_at	0.564013771	1.835058418	1.973619979	0.820783335	0.74647753
257612_at	1.233943689	1.076873815	1.308288818	0.939562448	0.98434377
257613_at	0.504720791	0.69376779	0.649244598	0.805503416	2.2948979
257614_at	0.766264633	0.852023727	0.800943251	0.949818958	0.834653629
257615_at	1.699983129	1.942183949	1.919779261	2.216513791	1.198065619
257616_at	0.593909529	0.476028195	0.496563237	0.56660017	0.611851182
257617_at	0.932962798	1.253869704	0.526873871	0.584264553	0.591695869
257618_at	0.779606502	1.258235002	1.165061175	1.265681529	1.026308249
257619_at	0.943753617	0.538395167	0.573623999	0.821881926	1.025387205
257620_at	0.436711394	0.534791059	0.521813085	0.579655329	0.581422673
257621_at	2.859731186	1.947424603	1.175630108	0.984878639	1.056342917
257622_at	0.883511592	0.598575731	0.859693782	0.765477	0.875031994
257623_at	0.386744896	0.517959554	0.404884699	0.494788289	0.611949958
257624_at	0.345787421	0.353886808	0.359224351	0.442028355	0.465047095
257625_at	0.334530548	0.362633862	0.354409841	0.384987887	0.476270036
257626_s_at	0.62487025	0.653178535	1.620181537	0.595447073	0.580254818
257627_at	0.405323771	0.426757507	0.411976232	0.495950477	0.495189716
257628_at	0.442975511	1.83909241	0.527814129	0.625665977	0.59844477
257629_at	0.481607248	0.479353266	0.514302567	0.710829326	0.670646971
257630_at	0.384819652	0.408120599	0.430098343	0.476086617	0.550084862
257631_at	0.446025774	0.523294922	0.521317824	0.599597353	0.592062192
257632_at	0.436606935	0.399307878	0.407565076	0.463525713	0.506607416
257633_at	0.434737175	0.504305532	0.478046222	0.698180081	0.662311449
257634_s_at	0.551045852	0.676145114	0.685023429	1.403693933	0.923757977
257635_at	0.414408742	0.391160544	0.394106497	0.450564607	0.487192413
257636_at	0.622244679	0.732425759	0.776613414	1.158822481	0.860416227
257637_at	0.472559172	0.514645409	1.497024719	0.596732509	0.636772211
257638_at	0.345872711	0.525087733	0.359149334	0.432776066	0.482526694
257639_at	0.580962279	0.677269315	0.705832684	0.799375659	0.705637016
257640_at	0.376869385	0.368437133	0.396091312	0.451559933	0.492880038
257641_s_at	0.331713515	3.301044706	0.445095699	2.006033318	1.023248099
257642_at	0.408724182	0.42747668	0.408506346	0.519575096	2.329518514
257643_at	1.758021511	2.557642147	5.788438045	2.962442335	1.400179758
257644_at	6.020688967	7.066220593	12.55748428	9.515306337	6.396580767
257645_at	1.158901846	2.913842721	1.4420341	0.659709927	0.665190262
257646_at	0.664816454	0.776916416	4.20038831	0.81255077	0.74633207
257647_at	0.633964052	0.640552364	0.602975006	0.637814121	0.639845809
257648_at	2.063689055	1.364156356	2.203652483	1.313754753	1.467637424
257649_at	1.079493405	0.576443167	0.641600585	0.878537519	0.926574432
257650_at	0.593927672	4.666753435	0.690361624	6.417572432	1.508837895
257651_at	2.027173738	4.103153647	0.671961887	1.848013208	1.641923915
257652_at	4.432820694	1.391021252	2.544567782	1.715379959	2.416852989
257653_at	0.8700875	0.831187886	1.07964692	1.018702331	0.889049095
257654_at	8.167305866	9.956396797	10.5650019	7.011294648	6.465206965
257655_at	0.883256029	0.530669596	0.70803303	0.62484636	0.734754554
257656_at	0.447561266	0.498767754	0.497418213	0.565482234	0.587047648
257657_at	5.470138383	2.248181811	2.32358672	3.56776357	2.122809888
257658_at	7.289034746	1.376748039	1.60495526	2.520182834	3.815220876
257659_at	1.237425196	1.131717095	1.504606651	1.108953684	0.944133866
257660_at	2.660588632	4.270356885	1.37431309	1.725048966	1.484860664
257661_at	1.780083882	2.121857513	3.43555404	1.404942428	1.271934921
257662_at	5.795431004	6.366265361	3.277864964	4.331293548	2.092922396
257663_at	1.499562664	1.774285736	0.698069276	1.192971867	1.123437474
257664_at	0.38146108	0.463779562	0.448861004	0.510420205	0.498736786
257665_at	1.712844787	1.221915758	1.792712531	1.142282351	1.154214748
257666_at	0.551072065	0.644828099	0.585530285	0.803325182	0.675674203
257667_at	0.79977787	0.587936877	0.675683285	0.702721089	0.821435845
257668_at	0.577135128	0.643726494	0.671502532	0.732754276	0.878435291
257669_at	0.447357932	0.504451211	0.477179102	0.493847135	0.494027502
257670_at	0.592014388	1.770229066	0.604821805	1.495711766	1.417875301
257671_at	0.648482935	0.867999481	0.811430091	0.905224903	0.798612146
257672_at	0.676682326	0.546636228	2.443276637	1.458412186	1.348260508
257673_at	23.32428953	13.20465926	11.88602589	4.650878322	3.705908877
257674_at	12.64794832	16.45734279	8.520033706	11.69184431	6.4135633
257675_at	1.834016196	1.904587075	1.743725886	1.749347809	1.374029227
257676_at	1.479778149	1.84928118	1.535618445	1.573268525	1.209720225
257677_at	2.31219391	2.881608761	3.565416846	1.906289393	1.536320962
257678_at	0.42692553	0.407237701	0.520253123	0.535194414	0.549672728
257679_at	0.496220444	0.547854298	0.551323933	0.669300898	0.616258872
257680_at	3.380482408	1.921528825	2.326473318	1.945225213	1.876695088
257681_at	0.368007728	0.33666736	0.345623154	0.437307507	0.498471553
257682_at	0.329290272	0.301975924	0.330624188	0.315424937	0.40203583
257683_at	0.551882614	0.504143452	0.56939325	0.701336841	0.730248407
257684_s_at	8.649059201	8.440636375	9.737991219	5.851329768	4.385590869
257685_at	0.516810047	0.428943025	0.416718344	0.50878183	0.55155496
257686_at	2.085479414	6.172122104	2.358770743	3.783110256	1.977121101
257687_at	3.448750985	2.940433641	1.455111209	3.063887378	2.21137765
257688_at	0.493139158	0.409334935	0.404470633	0.541534095	0.564642738
257689_at	0.425140661	0.428060858	0.460733535	0.528080022	0.637907523
257690_at	0.842427138	1.556408669	0.766768222	0.766259747	1.183889995
257691_at	0.508730616	0.716219075	0.58858116	0.637902802	0.640598647
257692_at	0.513362152	0.547370936	0.525670014	0.666793641	0.639462532
257693_at	0.527656357	0.715087711	0.676725442	0.708138613	0.699802402
257694_at	2.94374027	1.335973405	1.606309053	1.6051122	2.164467841
257695_at	1.882473149	2.124015472	2.02616457	1.671777127	1.40660459
257696_at	0.78042562	0.819616576	0.80860045	0.951375242	0.895141655
257697_at	0.620402806	9.741309151	0.677498374	1.885001009	0.924003194
257698_at	0.500825915	0.547841127	0.506444095	0.631379622	0.813761409
257699_at	2.139544339	2.927243114	2.865210868	3.359556803	1.641217046
257700_at	3.965275309	10.09583257	9.235207195	11.78506209	3.471360532
257701_at	6.114090828	6.63535472	4.115577046	3.168453548	3.747540885
257702_at	4.395851025	1.926401196	3.789279676	1.958515852	2.301627393
257703_at	1.565140183	1.631084696	1.904334715	1.606786485	1.22388481
257704_at	0.420079732	0.418826932	0.440728011	0.530992554	0.61573026
257705_at	7.21412909	7.001151407	8.941428858	9.981458494	6.057307654
257706_at	0.526054403	0.556144036	0.56473387	0.712644761	0.649518432
257707_at	4.38533604	3.066637097	2.432064876	3.366293671	2.598820541
257708_at	2.626272862	3.90415224	5.357266755	3.276916449	1.693649481
257709_at	1.382220251	0.675590619	0.58513429	0.86373351	0.859149445
257710_at	1.382760184	2.6622829	4.421923754	1.938526387	1.750550149
257711_at	10.45304497	7.823703	8.362578357	8.293523722	6.350257844
257712_at	1.127271806	0.871270838	1.27934365	0.970078565	0.865827539
257713_at	10.53017524	12.93096313	10.12960045	8.977591092	5.73922546
257714_at	3.909381204	1.916998288	1.670726082	1.600522008	2.694851015
257715_at	0.53173202	0.509188296	0.558740028	0.688541673	0.723258244
257716_at	0.557773888	0.599654304	0.99761088	0.784330289	0.70247729
257717_at	0.666318652	0.650214366	0.834595073	0.55433099	0.615805515
257718_at	0.426163657	0.456645236	1.236442663	0.590346915	0.65494667
257719_at	0.925184846	0.856297766	1.907299207	1.454772321	1.054164484
257720_at	0.418929735	0.367534479	0.405318452	0.465271177	0.571841124
257721_at	0.714876148	0.775593859	0.892596445	0.975586636	0.690523162
257722_at	2.898608564	2.356278217	10.94982326	2.07856331	2.133173225
257723_at	0.619690858	0.669643816	0.657769358	0.724852315	0.706877823
257724_at	1.817900939	0.698232807	0.57934621	0.900293087	1.156664111
257725_at	1.032855194	0.760062256	1.015881113	0.904668994	1.001917225
257726_at	0.600792699	0.629828754	0.625084225	0.75142256	0.736543494
257727_at	1.778593132	1.530656674	2.185078201	1.597263607	1.281046462
257728_at	0.88402167	0.750419018	0.772846979	0.978804471	0.952578411
257729_at	2.075262002	1.975284123	2.529985151	1.362393691	1.517662277
257730_at	1.300515767	0.742056179	0.987174838	0.825289616	0.857543574
257731_at	4.99694448	6.355866477	4.609785679	4.162283384	2.786513971
257732_at	2.719077743	3.147206273	3.853383428	2.339229953	1.532960145
257733_at	1.302403181	2.180263235	2.490468435	1.978651669	1.159115998
257734_at	0.858827732	0.870916169	2.007670483	0.79052372	0.671724412
257735_at	0.617780272	0.507036185	0.579689604	0.683867392	0.773292895
257736_at	0.483305571	0.509038894	0.46663166	0.601980895	0.629001176
257737_at	0.518761915	0.495010617	0.594322604	0.566169021	0.63185747
257738_at	0.970192372	0.452170118	0.521314485	0.894257728	1.003888027
257739_at	1.462638132	1.355761022	0.909148976	0.868099278	0.785528836
257740_at	0.746419226	0.471872677	0.522868757	0.560088424	0.768658216
257741_at	1.213846256	1.077573877	1.109121316	0.659875509	0.695256674
257742_at	0.465137795	0.486651611	0.479644345	0.557996342	0.575146032
257743_at	2.890356032	4.901138165	1.791639463	2.175861323	1.637217793
257744_at	0.736271415	0.796521769	0.97670529	0.862643564	0.798942023
257745_at	0.900609182	3.722713298	1.055420325	1.479348274	1.305089858
257746_at	2.046298049	4.816663987	1.354939144	2.027094875	2.125533929
257747_at	0.41777141	0.43008698	0.40401588	0.553237796	0.636258137
257748_at	1.352379844	4.207823231	1.520329661	1.091549523	1.552908025
257749_at	35.59323894	29.11090981	8.389042447	19.49731869	24.96614417
257750_at	0.906589699	0.662232443	1.104249233	0.749246714	0.709275074
257751_at	2.318412936	2.783793415	3.016577471	4.331185424	2.334364341
257752_at	0.519120501	0.470146486	0.542163503	0.662186305	0.63235702
257753_at	26.94870324	11.30016747	16.8939877	18.43102236	21.03066704
257754_at	5.358309709	8.384182066	3.998906459	8.326799552	4.409151576
257755_at	6.654467598	1.791733562	2.237103402	3.046776238	3.00350218
257756_at	0.979624025	0.849461908	1.05902013	0.727642716	0.905138654
257757_at	0.424378317	0.4475887	0.663491095	0.474601199	0.996559156
257758_at	1.444614191	0.963227497	1.20882697	1.238707355	1.128860341
257759_at	0.64064341	0.587831039	0.644663871	0.545035723	0.570694345
257760_s_at	0.329058509	0.335029787	0.332430763	0.363004915	0.444109813
257761_at	0.681029892	5.310599865	0.492666664	2.859737912	2.186838955
257762_at	0.971704797	0.851101497	0.574675122	0.835391104	0.649378202
257763_s_at	0.363004371	0.362819743	0.378175901	0.410701865	0.477309078
257764_at	0.433586955	0.466846612	0.446867756	0.545851736	0.545704741
257765_at	0.429554771	0.379903102	0.431492798	0.460860295	0.50995915
257766_at	5.841429749	6.202596554	5.028109001	7.719569864	7.654719051
257767_at	0.463360665	0.481357246	0.512786696	0.567455275	0.634021086
257768_at	0.555666895	0.564177125	1.431257349	0.713604355	0.730922512
257769_at	7.878960878	5.674443887	29.10979929	4.525576959	4.218262256
257770_at	2.105073522	2.215744714	2.659787806	1.94951776	1.578442589
257771_at	2.252307694	4.759230247	4.263443897	7.216782459	3.417722893
257772_at	1.552918069	1.661320304	0.877546332	0.771671363	0.884169658
257773_at	0.727093424	0.809126454	0.66283386	0.715082853	0.762147261
257774_at	16.14728965	11.72825793	2.945211779	1.09665734	3.953812607
257775_at	0.498289078	0.517226453	0.656752336	0.6583937	0.670317064
257776_at	0.646878252	0.618229744	0.631916492	0.825476353	0.834276684
