AFFY ID	AGI
264227_at	At1g67500
264226_at	At1g67510
260194_at	At1g67530
260195_at	At1g67540
260189_at	At1g67550
260190_at	At1g67560
260196_at	At1g67570
260191_at	At1g67580
260199_at	At1g67590
260201_at	At1g67600
260200_at	At1g67620
260197_at	At1g67623
260192_at	At1g67630
260198_at	At1g67635
260193_at	At1g67640
245188_at	At1g67660
245189_at	At1g67670
245190_at	At1g67690
245198_at	At1g67700
245186_at	At1g67710
245202_at	At1g67720
245199_at	At1g67730
245195_at	At1g67740
245196_at	At1g67750
245185_at	At1g67760
245191_at	At1g67770
245192_at	At1g67780
245184_at	At1g67790
245197_at	At1g67800
245193_at	At1g67810
245194_at	At1g67820
245215_at	At1g67830
245201_at	At1g67840
245200_at	At1g67850
245214_at	At1g67855
260004_at	At1g67860
260012_at	At1g67865
260007_at	At1g67870
259997_at	At1g67880
259957_at	At1g67890
259996_at	At1g67910
259995_at	At1g67930
260002_at	At1g67940
260009_at	At1g67950
259993_at	At1g67960
259992_at	At1g67970
260015_at	At1g67980
260001_at	At1g67990
260006_at	At1g68000
260014_at	At1g68010
260010_at	At1g68020
259991_at	At1g68040
260000_at	At1g68060
260008_at	At1g68070
259999_at	At1g68080
260013_at	At1g68090
260003_at	At1g68100
260011_at	At1g68110
259998_at	At1g68120
259994_at	At1g68130
260436_at	At1g68140
260432_at	At1g68150
260440_at	At1g68160
260433_at	At1g68170
260443_at	At1g68185
260431_at	At1g68190
260430_at	At1g68200
260442_at	At1g68220
260460_at	At1g68230
260459_at	At1g68240
260458_at	At1g68250
260441_at	At1g68260
260485_at	At1g68270
260438_at	At1g68290
260444_at	At1g68300
260435_at	At1g68320
260434_at	At1g68330
260439_at	At1g68340
260484_at	At1g68360
260445_at	At1g68370
260437_at	At1g68380
259858_at	At1g68400
259859_at	At1g68410
259855_at	At1g68420
259857_at	At1g68430
259856_at	At1g68440
260261_at	At1g68450
260240_at	At1g68460
260262_at	At1g68470
260263_at	At1g68480
260268_at	At1g68490
260264_at	At1g68500
260265_at	At1g68510
260266_at	At1g68520
260267_at	At1g68530
260260_at	At1g68540
260209_at	At1g68550
262230_at	At1g68560
262281_at	At1g68570
262280_at	At1g68580
262286_at	At1g68585
262283_at	At1g68590
262232_at	At1g68600
262282_at	At1g68610
262229_at	At1g68620
262279_at	At1g68630
262278_at	At1g68640
262277_at	At1g68650
262287_at	At1g68660
262284_at	At1g68670
262285_at	At1g68680
262228_at	At1g68690
262276_at	At1g68700
262275_at	At1g68710
262274_at	At1g68720
262273_at	At1g68725
262231_at	At1g68740
260032_at	At1g68750
260033_at	At1g68760
260040_at	At1g68765
260041_at	At1g68780
260031_at	At1g68790
260039_at	At1g68795
260034_at	At1g68810
260042_at	At1g68820
260036_at	At1g68830
260037_at	At1g68840
260035_at	At1g68850
260038_at	At1g68875
260030_at	At1g68880
259643_at	At1g68890
259644_at	At1g68910
259697_at	At1g68920
259698_at	At1g68930
259699_at	At1g68940
259700_at	At1g68980
259672_at	At1g68990
259645_at	At1g69010
259641_at	At1g69020
259642_at	At1g69030
257516_at	At1g69040
259370_at	At1g69050
259367_at	At1g69070
259371_at	At1g69080
259368_at	At1g69100
259372_at	At1g69120
259373_at	At1g69160
260341_at	At1g69170
260355_at	At1g69180
260340_at	At1g69190
260343_at	At1g69200
260359_at	At1g69210
260339_at	At1g69220
260353_at	At1g69230
260344_at	At1g69240
260338_at	At1g69250
260357_at	At1g69260
260345_at	At1g69270
260352_at	At1g69295
260337_at	At1g69310
260354_at	At1g69330
260358_at	At1g69340
260348_at	At1g69350
260361_at	At1g69360
260360_at	At1g69370
260351_at	At1g69380
260356_at	At1g69390
260349_at	At1g69400
260350_at	At1g69410
260347_at	At1g69420
256292_at	At1g69430
256293_at	At1g69440
256294_at	At1g69450
256295_at	At1g69470
256296_at	At1g69480
256300_at	At1g69490
256297_at	At1g69500
256301_at	At1g69510
256304_at	At1g69523
256302_at	At1g69526
256299_at	At1g69530
256303_at	At1g69550
259833_at	At1g69560
259834_at	At1g69570
259832_at	At1g69580
259831_at	At1g69600
260420_at	At1g69610
260369_at	At1g69620
260422_at	At1g69630
260421_at	At1g69640
257498_at	At1g69660
260416_at	At1g69670
260397_at	At1g69680
260371_at	At1g69690
260368_at	At1g69700
260396_at	At1g69720
260370_at	At1g69740
260367_at	At1g69760
260417_at	At1g69770
260395_at	At1g69780
260415_at	At1g69790
260413_at	At1g69800
260403_at	At1g69810
260402_at	At1g69820
260412_at	At1g69830
260401_at	At1g69840
260414_at	At1g69850
260400_at	At1g69860
260410_at	At1g69870
260408_at	At1g69880
260411_at	At1g69890
260407_at	At1g69910
260406_at	At1g69920
260405_at	At1g69930
260409_at	At1g69935
260404_at	At1g69950
264703_at	At1g69960
264693_at	At1g69970
264699_at	At1g69980
264714_at	At1g69990
264692_at	At1g70000
257415_at	At1g70040
264690_at	At1g70060
264748_at	At1g70070
264720_at	At1g70080
264704_at	At1g70090
264700_at	At1g70100
264719_at	At1g70110
264718_at	At1g70130
264717_at	At1g70140
264701_at	At1g70160
264716_at	At1g70170
264715_at	At1g70180
264702_at	At1g70190
264698_at	At1g70200
264697_at	At1g70210
264696_at	At1g70230
264694_at	At1g70250
264341_at	At1g70270
264340_at	At1g70280
264339_at	At1g70290
264338_at	At1g70300
264317_at	At1g70310
264337_at	At1g70350
264336_at	At1g70360
264315_at	At1g70370
264311_at	At1g70400
264313_at	At1g70410
264314_at	At1g70420
264369_at	At1g70430
264312_at	At1g70450
260366_at	At1g70460
260332_at	At1g70470
260304_at	At1g70480
260305_at	At1g70490
260333_at	At1g70500
260334_at	At1g70510
260303_at	At1g70520
260362_at	At1g70530
260306_at	At1g70540
260363_at	At1g70550
260364_at	At1g70560
260311_at	At1g70570
260309_at	At1g70580
260310_at	At1g70590
260308_at	At1g70610
260307_at	At1g70620
260365_at	At1g70630
260177_at	At1g70650
260180_at	At1g70660
260179_at	At1g70690
260205_at	At1g70700
260181_at	At1g70710
260178_at	At1g70720
260207_at	At1g70730
260206_at	At1g70740
260182_at	At1g70750
262288_at	At1g70760
262289_at	At1g70770
262262_at	At1g70780
262291_at	At1g70790
262314_at	At1g70810
262309_at	At1g70820
262312_at	At1g70830
262310_at	At1g70840
262260_at	At1g70850
262300_at	At1g70870
262301_at	At1g70880
262304_at	At1g70890
262261_at	At1g70895
262313_at	At1g70900
262302_at	At1g70910
262303_at	At1g70920
262263_at	At1g70940
262305_at	At1g70950
262290_at	At1g70985
262315_at	At1g70990
262307_at	At1g71000
262308_at	At1g71010
259741_at	At1g71020
259751_at	At1g71030
259752_at	At1g71040
259753_at	At1g71050
259746_at	At1g71060
259755_at	At1g71070
259756_at	At1g71080
259754_at	At1g71090
259749_at	At1g71100
259742_at	At1g71120
259750_at	At1g71130
259743_at	At1g71140
259744_at	At1g71160
259747_at	At1g71170
259748_at	At1g71180
259745_at	At1g71190
259898_at	At1g71200
259899_at	At1g71210
259936_at	At1g71220
259900_at	At1g71230
259935_at	At1g71250
259942_at	At1g71260
259940_at	At1g71290
259938_at	At1g71310
259934_at	At1g71340
259948_at	At1g71350
259897_at	At1g71380
259893_at	At1g71390
259952_at	At1g71400
259950_at	At1g71410
259949_at	At1g71420
259895_at	At1g71440
259946_at	At1g71450
259945_at	At1g71460
259944_at	At1g71470
259943_at	At1g71480
259951_at	At1g71490
259896_at	At1g71500
259947_at	At1g71530
261532_at	At1g71680
261533_at	At1g71690
261503_at	At1g71691
261504_at	At1g71692
261518_at	At1g71695
261505_at	At1g71696
261506_at	At1g71697
261522_at	At1g71710
261507_at	At1g71720
261508_at	At1g71730
261509_at	At1g71740
261516_at	At1g71750
261510_at	At1g71760
261511_at	At1g71770
261517_at	At1g71780
261512_at	At1g71790
261515_at	At1g71800
261519_at	At1g71810
261520_at	At1g71820
261521_at	At1g71830
261513_at	At1g71840
257487_at	At1g71850
261523_at	At1g71860
261514_at	At1g71870
260143_at	At1g71880
260170_at	At1g71890
260142_at	At1g71900
260171_at	At1g71910
260173_at	At1g71930
260174_at	At1g71940
260176_at	At1g71950
260144_at	At1g71960
260167_at	At1g71970
260168_at	At1g71980
260169_at	At1g71990
260175_at	At1g72000
256342_at	At1g72020
256336_at	At1g72030
256341_at	At1g72040
256344_at	At1g72050
256340_at	At1g72070
256339_at	At1g72080
256343_at	At1g72090
256338_at	At1g72100
256335_at	At1g72110
256334_at	At1g72120
259846_at	At1g72140
259803_at	At1g72150
259804_at	At1g72160
259847_at	At1g72170
259800_at	At1g72175
259848_at	At1g72180
259849_at	At1g72190
259854_at	At1g72200
259828_at	At1g72220
259801_at	At1g72230
259850_at	At1g72240
259851_at	At1g72250
259802_at	At1g72260
259827_at	At1g72270
259852_at	At1g72280
259799_at	At1g72290
259853_at	At1g72300
260454_at	At1g72310
260398_at	At1g72320
260428_at	At1g72340
260452_at	At1g72350
260451_at	At1g72360
260426_at	At1g72370
260450_at	At1g72380
260449_at	At1g72390
260447_at	At1g72410
260448_at	At1g72410
260446_at	At1g72420
260427_at	At1g72430
260425_at	At1g72440
260429_at	At1g72450
260424_at	At1g72460
260423_at	At1g72470
260457_at	At1g72480
260455_at	At1g72500
260399_at	At1g72520
257503_at	At1g72530
259921_at	At1g72540
259920_at	At1g72550
259919_at	At1g72560
259918_at	At1g72570
259917_at	At1g72580
259916_at	At1g72600
259892_at	At1g72610
259863_at	At1g72630
259862_at	At1g72650
259913_at	At1g72660
259912_at	At1g72670
259911_at	At1g72680
259910_at	At1g72700
259865_at	At1g72710
259891_at	At1g72730
259924_at	At1g72740
259890_at	At1g72750
259923_at	At1g72760
259922_at	At1g72770
259915_at	At1g72790
259864_at	At1g72800
262380_at	At1g72810
262355_at	At1g72820
262378_at	At1g72830
262362_at	At1g72840
262363_at	At1g72850
262364_at	At1g72860
262365_at	At1g72870
262366_at	At1g72890
262381_at	At1g72900
262382_at	At1g72920
262383_at	At1g72940
262384_at	At1g72950
262385_at	At1g72960
262376_at	At1g72970
262351_at	At1g72990
262356_at	At1g73000
262369_at	At1g73010
262379_at	At1g73020
262367_at	At1g73030
262357_at	At1g73040
262358_at	At1g73050
262360_at	At1g73080
262370_at	At1g73090
262375_at	At1g73100
262377_at	At1g73110
262373_at	At1g73120
262372_at	At1g73130
262361_at	At1g73150
262371_at	At1g73160
260089_at	At1g73170
260100_at	At1g73177
260099_at	At1g73180
260088_at	At1g73190
260087_at	At1g73200
260097_at	At1g73220
260095_at	At1g73230
260096_at	At1g73240
260094_at	At1g73250
260101_at	At1g73260
260093_at	At1g73270
260092_at	At1g73280
260091_at	At1g73290
260090_at	At1g73310
260098_at	At1g73320
245736_at	At1g73330
245728_at	At1g73340
245727_at	At1g73350
245726_at	At1g73360
245725_at	At1g73370
245733_at	At1g73380
245724_at	At1g73390
245723_at	At1g73400
245735_at	At1g73410
245722_at	At1g73430
245732_at	At1g73440
245730_at	At1g73470
245734_at	At1g73480
245729_at	At1g73490
245731_at	At1g73500
245779_at	At1g73510
245778_at	At1g73530
245777_at	At1g73540
259844_at	At1g73560
259843_at	At1g73570
259845_at	At1g73590
259842_at	At1g73600
260066_at	At1g73610
260077_at	At1g73620
260076_at	At1g73630
260074_at	At1g73640
260072_at	At1g73650
260044_at	At1g73655
260073_at	At1g73660
260045_at	At1g73670
260060_at	At1g73680
260061_at	At1g73690
260075_at	At1g73700
260062_at	At1g73710
260063_at	At1g73720
260064_at	At1g73730
260047_at	At1g73740
260048_at	At1g73750
260065_at	At1g73760
260067_at	At1g73780
260078_at	At1g73790
260046_at	At1g73800
260068_at	At1g73805
260069_at	At1g73820
260070_at	At1g73830
260071_at	At1g73840
260382_at	At1g73850
260381_at	At1g73860
260380_at	At1g73870
260378_at	At1g73910
260393_at	At1g73920
260377_at	At1g73930
260390_at	At1g73940
260375_at	At1g73950
260374_at	At1g73960
260373_at	At1g73970
260372_at	At1g73980
260336_at	At1g73990
260335_at	At1g74000
260386_at	At1g74010
260391_at	At1g74020
260392_at	At1g74030
260384_at	At1g74040
260389_at	At1g74055
260388_at	At1g74070
260394_at	At1g74080
260385_at	At1g74090
260387_at	At1g74100
260376_at	At1g74110
259906_at	At1g74120
259904_at	At1g74150
259903_at	At1g74160
259902_at	At1g74170
259901_at	At1g74180
260253_at	At1g74190
260254_at	At1g74210
260246_at	At1g74220
260245_at	At1g74230
260252_at	At1g74240
260251_at	At1g74250
260250_at	At1g74260
260258_at	At1g74270
260248_at	At1g74310
260244_at	At1g74320
260255_at	At1g74330
260257_at	At1g74340
260256_at	At1g74350
260239_at	At1g74360
260229_at	At1g74370
260222_at	At1g74380
260223_at	At1g74390
260224_at	At1g74400
260231_at	At1g74410
260210_at	At1g74420
260237_at	At1g74430
260211_at	At1g74440
260227_at	At1g74450
260234_at	At1g74460
260236_at	At1g74470
260212_at	At1g74480
260213_at	At1g74490
260230_at	At1g74500
260214_at	At1g74510
260238_at	At1g74520
260215_at	At1g74530
260228_at	At1g74540
260233_at	At1g74550
260235_at	At1g74560
260216_at	At1g74580
260225_at	At1g74590
260217_at	At1g74600
260218_at	At1g74620
260219_at	At1g74630
260232_at	At1g74640
260220_at	At1g74650
260226_at	At1g74660
260221_at	At1g74670
262223_at	At1g74680
262210_at	At1g74690
262222_at	At1g74700
262177_at	At1g74710
262209_at	At1g74720
262168_at	At1g74730
262220_at	At1g74740
262219_at	At1g74750
262218_at	At1g74760
262217_at	At1g74770
262216_at	At1g74780
262215_at	At1g74790
262208_at	At1g74800
259953_at	At1g74810
262214_at	At1g74820
262166_at	At1g74840
262207_at	At1g74850
262169_at	At1g74860
262213_at	At1g74870
262175_at	At1g74880
262212_at	At1g74890
262224_at	At1g74900
262174_at	At1g74910
262173_at	At1g74920
262211_at	At1g74930
262170_at	At1g74940
262171_at	At1g74950
262176_at	At1g74960
262172_at	At1g74970
262167_at	At1g74990
262221_at	At1g75010
262165_at	At1g75020
259987_at	At1g75030
259925_at	At1g75040
259986_at	At1g75050
259926_at	At1g75090
259927_at	At1g75100
259956_at	At1g75110
259954_at	At1g75130
256508_at	At1g75140
256507_at	At1g75150
256506_at	At1g75160
256451_s_at	At1g75170
256456_at	At1g75180
256455_at	At1g75190
256505_at	At1g75200
256504_at	At1g75210
256458_at	At1g75220
256457_at	At1g75230
256452_at	At1g75240
256503_at	At1g75250
256453_at	At1g75270
256454_at	At1g75280
256450_at	At1g75290
256509_at	At1g75300
261117_at	At1g75310
261122_at	At1g75330
261121_at	At1g75340
261119_at	At1g75350
261115_at	At1g75360
261116_at	At1g75370
261114_at	At1g75390
261113_at	At1g75400
261120_at	At1g75410
261112_at	At1g75420
261111_at	At1g75430
261110_at	At1g75440
261109_at	At1g75450
261118_at	At1g75460
257461_at	At1g75470
262977_at	At1g75490
262951_at	At1g75500
262950_at	At1g75510
262976_at	At1g75520
262975_at	At1g75540
262974_at	At1g75550
262948_at	At1g75560
257460_at	At1g75580
262981_at	At1g75590
262973_at	At1g75600
262972_at	At1g75620
262971_at	At1g75640
262923_at	At1g75660
262953_at	At1g75670
262980_at	At1g75680
262970_at	At1g75690
262969_at	At1g75710
262968_at	At1g75720
262967_at	At1g75730
262947_at	At1g75750
262966_at	At1g75760
262952_at	At1g75770
262978_at	At1g75780
262949_at	At1g75790
262727_at	At1g75800
262678_at	At1g75810
262728_at	At1g75820
262679_at	At1g75830
262729_at	At1g75840
262695_at	At1g75850
262677_at	At1g75860
262696_at	At1g75870
262680_at	At1g75880
262681_at	At1g75890
262682_at	At1g75900
262674_at	At1g75910
262683_at	At1g75920
262675_at	At1g75930
262697_at	At1g75940
262676_at	At1g75950
262698_at	At1g75960
262699_at	At1g75980
262686_at	At1g75990
262685_at	At1g76010
262700_at	At1g76020
262671_at	At1g76040
262672_at	At1g76050
261748_at	At1g76070
261751_at	At1g76080
261727_at	At1g76090
261769_at	At1g76100
261782_at	At1g76110
261750_at	At1g76120
261754_at	At1g76130
261770_at	At1g76140
261771_at	At1g76150
261728_at	At1g76160
267397_at	At1g76170
261749_at	At1g76180
261724_at	At1g76185
261776_at	At1g76190
261723_at	At1g76200
261777_at	At1g76210
261778_at	At1g76220
261779_at	At1g76230
261772_at	At1g76240
261773_at	At1g76250
261774_at	At1g76260
261726_at	At1g76270
261775_at	At1g76280
261752_at	At1g76290
261725_at	At1g76300
261780_at	At1g76310
261781_at	At1g76320
261753_at	At1g76340
259888_at	At1g76350
259887_at	At1g76360
259886_at	At1g76370
259885_at	At1g76380
259884_at	At1g76390
259883_at	At1g76400
259889_at	At1g76405
259982_at	At1g76410
259972_at	At1g76420
259974_at	At1g76430
259981_at	At1g76450
259984_at	At1g76460
259975_at	At1g76470
259983_at	At1g76490
259966_at	At1g76500
259967_at	At1g76510
259980_at	At1g76520
259968_at	At1g76530
259978_at	At1g76540
259969_at	At1g76550
259976_at	At1g76560
259970_at	At1g76570
259971_at	At1g76580
259977_at	At1g76590
259979_at	At1g76600
259985_at	At1g76620
259973_at	At1g76630
259866_at	At1g76640
259879_at	At1g76650
259874_at	At1g76660
259882_at	At1g76670
259876_at	At1g76700
259877_at	At1g76710
259880_at	At1g76730
259867_at	At1g76740
259868_at	At1g76760
259869_at	At1g76770
259870_at	At1g76780
259878_at	At1g76790
259871_at	At1g76800
259872_at	At1g76810
259881_at	At1g76820
256329_at	At1g76850
256333_at	At1g76860
256330_at	At1g76870
256331_at	At1g76880
256332_at	At1g76890
264952_at	At1g76900
264943_at	At1g76910
264955_at	At1g76920
264960_at	At1g76930
264944_at	At1g76940
264961_at	At1g76950
264958_at	At1g76960
264951_at	At1g76970
264956_at	At1g76990
264957_at	At1g77000
264946_at	At1g77010
264947_at	At1g77020
264948_at	At1g77050
264954_at	At1g77060
264945_at	At1g77080
264949_at	At1g77080
264959_at	At1g77090
264962_at	At1g77110
264953_at	At1g77120
264476_at	At1g77130
264487_at	At1g77140
264486_at	At1g77180
264481_at	At1g77200
264482_at	At1g77210
264485_at	At1g77220
264483_at	At1g77230
264477_at	At1g77240
257420_at	At1g77250
264484_at	At1g77260
264478_at	At1g77270
264479_at	At1g77280
264480_at	At1g77300
246413_at	At1g77310
246390_at	At1g77330
246414_at	At1g77340
246391_at	At1g77350
246383_at	At1g77360
246384_at	At1g77370
246389_at	At1g77380
246385_at	At1g77390
246387_at	At1g77400
246388_at	At1g77405
246386_at	At1g77410
259708_at	At1g77420
259712_at	At1g77440
259705_at	At1g77450
259731_at	At1g77460
259732_at	At1g77470
259733_at	At1g77480
259707_at	At1g77490
259734_at	At1g77500
259757_at	At1g77510
259706_at	At1g77540
259759_at	At1g77550
259711_at	At1g77570
259760_at	At1g77580
259761_at	At1g77590
259762_at	At1g77600
259713_at	At1g77610
259763_at	At1g77630
259729_at	At1g77640
259709_at	At1g77655
259730_at	At1g77660
259710_at	At1g77670
259704_at	At1g77680
259680_at	At1g77690
259674_at	At1g77700
259675_at	At1g77710
259679_at	At1g77720
259676_at	At1g77730
259677_at	At1g77740
259678_at	At1g77750
259681_at	At1g77760
259701_at	At1g77770
259702_at	At1g77780
259703_at	At1g77790
259673_at	At1g77800
262188_at	At1g77810
262191_at	At1g77820
262192_at	At1g77830
262193_at	At1g77840
262136_at	At1g77850
262178_at	At1g77860
262196_at	At1g77870
262183_at	At1g77890
262184_at	At1g77910
262137_at	At1g77920
262194_at	At1g77930
262163_at	At1g77940
262185_at	At1g77950
262179_at	At1g77980
262134_at	At1g77990
262133_at	At1g78000
262189_at	At1g78010
262162_at	At1g78020
262190_at	At1g78030
262195_at	At1g78040
262180_at	At1g78050
262164_at	At1g78070
262135_at	At1g78080
260059_at	At1g78090
260058_at	At1g78100
257502_at	At1g78110
260053_at	At1g78120
260054_at	At1g78130
260056_at	At1g78140
260055_at	At1g78150
260080_at	At1g78160
260081_at	At1g78170
260082_at	At1g78180
260057_at	At1g78200
260051_at	At1g78210
260052_at	At1g78220
260800_at	At1g78240
260806_at	At1g78260
260799_at	At1g78270
260798_at	At1g78280
260774_at	At1g78290
260775_at	At1g78300
260807_at	At1g78310
260805_at	At1g78320
260803_at	At1g78340
260796_at	At1g78360
260745_at	At1g78370
260746_at	At1g78380
260797_at	At1g78390
260802_at	At1g78400
260804_at	At1g78410
260747_at	At1g78420
260801_at	At1g78430
260773_at	At1g78440
263133_at	At1g78450
263126_at	At1g78460
263125_at	At1g78470
263124_at	At1g78480
263120_at	At1g78490
263123_at	At1g78500
263122_at	At1g78510
263121_at	At1g78530
263135_at	At1g78550
263132_at	At1g78560
263136_at	At1g78580
263128_at	At1g78600
263127_at	At1g78610
263129_at	At1g78620
263131_at	At1g78630
263130_at	At1g78650
263137_at	At1g78660
264300_at	At1g78670
264250_at	At1g78680
264298_at	At1g78690
264248_at	At1g78700
264297_at	At1g78710
264296_at	At1g78720
264294_at	At1g78750
264293_at	At1g78770
264301_at	At1g78780
264291_at	At1g78800
264290_at	At1g78810
264305_at	At1g78815
257424_at	At1g78840
264306_at	At1g78890
264304_at	At1g78895
264302_at	At1g78900
264249_at	At1g78920
264142_at	At1g78930
264139_at	At1g78940
264138_at	At1g78950
264137_at	At1g78960
264100_at	At1g78970
264136_at	At1g78980
257428_at	At1g78990
264096_at	At1g78995
264101_at	At1g79000
264135_at	At1g79030
264092_at	At1g79040
264099_at	At1g79050
257427_at	At1g79060
264134_at	At1g79070
264133_at	At1g79080
264141_at	At1g79090
264132_at	At1g79100
264091_at	At1g79110
264118_at	At1g79140
264131_at	At1g79150
264130_at	At1g79160
264129_at	At1g79170
264119_at	At1g79180
264128_at	At1g79190
264094_at	At1g79200
264140_at	At1g79210
264093_at	At1g79220
264095_at	At1g79230
264127_at	At1g79250
264098_at	At1g79260
264102_at	At1g79270
264145_at	At1g79310
264144_at	At1g79320
264143_at	At1g79330
264120_at	At1g79340
264125_at	At1g79350
264124_at	At1g79360
264090_at	At1g79370
262919_at	At1g79380
262946_at	At1g79390
262936_at	At1g79400
262935_at	At1g79410
262922_at	At1g79420
262921_at	At1g79430
262892_at	At1g79440
262942_at	At1g79450
262891_at	At1g79460
262943_at	At1g79470
262941_at	At1g79490
262920_at	At1g79500
262945_at	At1g79510
262940_at	At1g79520
262938_at	At1g79540
262944_at	At1g79550
262937_at	At1g79560
261393_at	At1g79580
261403_at	At1g79590
261353_at	At1g79600
261398_at	At1g79610
261399_at	At1g79620
261400_at	At1g79630
261401_at	At1g79640
261352_at	At1g79650
261402_at	At1g79670
261394_at	At1g79680
261354_at	At1g79690
261344_at	At1g79710
261346_at	At1g79720
261347_at	At1g79730
261355_at	At1g79750
261345_at	At1g79760
261350_at	At1g79770
261392_at	At1g79780
261351_at	At1g79790
261396_at	At1g79800
261348_at	At1g79810
261397_at	At1g79820
260162_at	At1g79830
260166_at	At1g79840
260165_at	At1g79850
260161_at	At1g79860
260164_at	At1g79870
260160_at	At1g79880
260159_at	At1g79890
260163_at	At1g79900
260158_at	At1g79910
262053_at	At1g79940
262066_at	At1g79950
262046_at	At1g79960
262055_at	At1g79970
262058_at	At1g79975
262051_at	At1g79990
262063_at	At1g80000
262070_at	At1g80010
262052_at	At1g80020
262059_at	At1g80030
262057_at	At1g80040
262039_at	At1g80050
262067_at	At1g80060
262068_at	At1g80070
262040_at	At1g80080
262069_at	At1g80090
262041_at	At1g80100
262061_at	At1g80110
262050_at	At1g80130
262042_at	At1g80140
262047_at	At1g80160
262060_at	At1g80170
262049_at	At1g80180
262043_at	At1g80190
262048_at	At1g80230
262045_at	At1g80240
262056_at	At1g80245
260331_at	At1g80270
260297_at	At1g80280
260301_at	At1g80290
260302_at	At1g80310
260298_at	At1g80320
260299_at	At1g80330
260300_at	At1g80340
260289_at	At1g80350
260328_at	At1g80360
260329_at	At1g80370
260284_at	At1g80380
260330_at	At1g80400
260282_at	At1g80410
260279_at	At1g80420
260287_at	At1g80440
260276_at	At1g80450
260274_at	At1g80460
260283_at	At1g80480
260281_at	At1g80500
260290_at	At1g80510
260277_at	At1g80520
260288_at	At1g80530
260273_at	At1g80550
260285_at	At1g80560
260272_at	At1g80570
260280_at	At1g80580
260278_at	At1g80590
260286_at	At1g80600
259861_at	At1g80620
259830_at	At1g80630
259860_at	At1g80640
261943_at	At1g80660
261896_at	At1g80670
261909_at	At1g80680
261893_at	At1g80690
261898_at	At1g80720
261910_at	At1g80730
261903_at	At1g80740
261911_at	At1g80750
261881_at	At1g80760
261882_at	At1g80770
261887_at	At1g80780
261891_at	At1g80790
261888_at	At1g80800
261889_at	At1g80810
261899_at	At1g80820
261895_at	At1g80830
261892_at	At1g80840
257474_at	At1g80850
261902_at	At1g80860
261883_at	At1g80870
257475_at	At1g80880
261894_at	At1g80900
261884_at	At1g80910
261901_at	At1g80920
261885_at	At1g80930
261900_at	At1g80940
261897_at	At1g80950
257476_at	At1g80960
261890_at	At1g80970
262203_at	At2g01060
262200_at	At2g01070
262205_at	At2g01080
262206_at	At2g01090
262204_at	At2g01100
262202_at	At2g01110
262201_at	At2g01120
265731_at	At2g01130
265735_at	At2g01140
265740_at	At2g01150
265790_at	At2g01170
265737_at	At2g01180
265733_at	At2g01190
265789_at	At2g01210
265760_at	At2g01220
265793_at	At2g01220
265762_at	At2g01240
265736_at	At2g01250
265734_at	At2g01260
265739_at	At2g01270
265791_at	At2g01280
265742_at	At2g01290
265732_at	At2g01300
265794_at	At2g01310
265741_at	At2g01320
265761_at	At2g01330
265738_at	At2g01350
265792_at	At2g01390
266355_at	At2g01400
266345_at	At2g01410
266300_at	At2g01420
266346_at	At2g01430
266347_at	At2g01440
266348_at	At2g01450
266349_at	At2g01460
266350_at	At2g01470
266340_at	At2g01480
266351_at	At2g01490
266354_at	At2g01500
266341_at	At2g01510
266353_at	At2g01520
266330_at	At2g01530
266342_at	At2g01540
266343_at	At2g01550
266331_at	At2g01570
266344_at	At2g01580
266329_at	At2g01590
266328_at	At2g01600
266352_at	At2g01610
265867_at	At2g01620
265873_at	At2g01630
265874_at	At2g01640
265868_at	At2g01650
265870_at	At2g01660
265872_at	At2g01670
265871_at	At2g01680
265875_at	At2g01690
265859_at	At2g01700
265866_at	At2g01710
265858_at	At2g01720
265888_at	At2g01735
265864_at	At2g01750
265869_at	At2g01760
265863_at	At2g01770
265862_at	At2g01780
265861_at	At2g01790
257385_at	At2g01800
265860_at	At2g01810
263590_at	At2g01820
263599_at	At2g01830
263592_at	At2g01840
263598_at	At2g01850
263593_at	At2g01860
263594_at	At2g01880
263595_at	At2g01890
263596_at	At2g01900
263591_at	At2g01910
263304_at	At2g01920
263305_at	At2g01930
265249_at	At2g01940
265250_at	At2g01950
265251_at	At2g01960
265222_at	At2g01970
265252_at	At2g01980
257398_at	At2g01990
265253_at	At2g02020
265220_at	At2g02040
265219_at	At2g02050
266111_at	At2g02060
266120_at	At2g02070
266110_at	At2g02080
266122_at	At2g02090
266119_at	At2g02100
266141_at	At2g02120
266118_at	At2g02130
266115_at	At2g02140
266121_at	At2g02160
266117_at	At2g02170
266116_at	At2g02180
266231_at	At2g02220
266203_at	At2g02230
266176_at	At2g02250
266177_at	At2g02270
266178_at	At2g02280
266179_at	At2g02300
266232_at	At2g02310
266233_at	At2g02340
266234_at	At2g02350
266235_at	At2g02360
266182_at	At2g02370
266236_at	At2g02380
266181_at	At2g02390
266202_at	At2g02400
266173_at	At2g02410
266204_at	At2g02410
266174_at	At2g02440
266175_at	At2g02450
266180_at	At2g02470
267221_at	At2g02480
267220_at	At2g02500
267239_at	At2g02510
267218_at	At2g02515
267273_at	At2g02520
267271_at	At2g02540
267270_at	At2g02550
267269_at	At2g02560
267268_at	At2g02570
267267_at	At2g02580
267219_at	At2g02590
267217_at	At2g02610
267216_at	At2g02620
267215_at	At2g02630
267245_at	At2g02640
267244_at	At2g02650
267243_at	At2g02660
267242_at	At2g02670
267240_at	At2g02680
267478_at	At2g02700
