AFFY ID	AGI
252195_at	At3g50190
252196_at	At3g50200
252213_at	At3g50210
252211_at	At3g50220
252197_at	At3g50230
252215_at	At3g50240
252198_x_at	At3g50250
252214_at	At3g50260
252199_at	At3g50270
252200_at	At3g50280
252201_at	At3g50295
252202_at	At3g50300
252212_at	At3g50310
252203_at	At3g50320
252204_at	At3g50340
252205_at	At3g50350
252206_at	At3g50360
252207_at	At3g50370
252208_at	At3g50380
252209_at	At3g50400
252210_at	At3g50410
252216_at	At3g50420
252157_at	At3g50430
252168_at	At3g50440
252170_at	At3g50480
252166_at	At3g50500
252169_at	At3g50520
252158_at	At3g50530
252159_at	At3g50540
252165_at	At3g50550
252167_at	At3g50560
252160_at	At3g50570
252161_at	At3g50580
252162_at	At3g50590
252171_at	At3g50590
252163_at	At3g50610
252164_at	At3g50620
252180_at	At3g50630
252172_at	At3g50640
252173_at	At3g50650
252184_at	At3g50660
252182_at	At3g50670
252181_at	At3g50685
252174_at	At3g50690
252175_at	At3g50700
252176_at	At3g50720
252177_at	At3g50730
252183_at	At3g50740
252178_at	At3g50750
252179_at	At3g50760
252136_at	At3g50770
252185_at	At3g50780
252132_at	At3g50790
252186_at	At3g50810
252130_at	At3g50820
252135_at	At3g50830
252187_at	At3g50850
252188_at	At3g50860
252128_at	At3g50870
252154_at	At3g50880
252129_at	At3g50890
252133_at	At3g50900
252134_at	At3g50910
252155_at	At3g50920
252131_at	At3g50930
252127_at	At3g50960
252102_at	At3g50970
252137_at	At3g50980
252138_at	At3g50990
252095_at	At3g51000
252124_at	At3g51010
252119_at	At3g51030
252125_at	At3g51040
252139_at	At3g51050
252140_at	At3g51070
252097_at	At3g51090
252141_at	At3g51100
252100_at	At3g51110
252142_at	At3g51120
252120_at	At3g51130
252122_at	At3g51140
252143_at	At3g51150
252121_at	At3g51160
252096_at	At3g51180
252144_at	At3g51190
252145_at	At3g51200
252146_at	At3g51210
252123_at	At3g51240
252099_at	At3g51250
252094_at	At3g51260
252147_at	At3g51270
252148_at	At3g51280
252149_at	At3g51290
252101_at	At3g51300
252150_at	At3g51310
252151_at	At3g51320
252098_at	At3g51330
252153_at	At3g51360
252067_at	At3g51370
252091_at	At3g51390
252118_at	At3g51400
252103_at	At3g51410
252092_at	At3g51420
252117_at	At3g51430
252068_at	At3g51440
252114_at	At3g51450
252104_at	At3g51460
252105_at	At3g51470
252106_at	At3g51480
252107_at	At3g51490
252093_at	At3g51500
252116_at	At3g51510
252064_at	At3g51520
252108_at	At3g51530
252109_at	At3g51540
252066_at	At3g51550
252110_at	At3g51560
252111_at	At3g51570
252112_at	At3g51580
252063_at	At3g51590
252115_at	At3g51600
252065_at	At3g51610
252113_at	At3g51620
252079_at	At3g51630
252076_at	At3g51660
252080_at	At3g51670
252070_at	At3g51680
252071_at	At3g51690
252074_at	At3g51700
252072_at	At3g51710
252077_at	At3g51720
252075_at	At3g51730
252078_at	At3g51740
252073_at	At3g51750
246297_at	At3g51760
246298_at	At3g51770
246306_at	At3g51780
246309_at	At3g51790
246307_at	At3g51800
246299_at	At3g51810
246308_at	At3g51820
246300_at	At3g51830
246304_at	At3g51840
246301_at	At3g51850
246302_at	At3g51860
246303_at	At3g51870
246311_at	At3g51880
246305_at	At3g51890
246310_at	At3g51895
252081_at	At3g51910
252037_at	At3g51920
252082_at	At3g51940
252033_at	At3g51950
252083_at	At3g51960
252084_at	At3g51970
252042_at	At3g51990
252086_at	At3g52030
252034_at	At3g52040
252040_at	At3g52060
252036_at	At3g52070
252087_at	At3g52080
252041_at	At3g52090
252089_at	At3g52110
252038_at	At3g52120
252090_at	At3g52130
252031_at	At3g52140
252032_at	At3g52150
252039_at	At3g52155
252035_at	At3g52160
256675_at	At3g52170
256676_at	At3g52180
256677_at	At3g52190
256682_at	At3g52200
256683_at	At3g52220
256680_at	At3g52230
256727_at	At3g52240
256700_at	At3g52260
256701_at	At3g52270
256671_at	At3g52290
256679_at	At3g52300
256672_at	At3g52310
256681_at	At3g52340
256674_at	At3g52360
256673_at	At3g52370
256678_at	At3g52380
252043_at	At3g52390
252053_at	At3g52400
252044_at	At3g52420
252060_at	At3g52430
252045_at	At3g52450
252046_at	At3g52460
252058_at	At3g52470
252057_at	At3g52480
252047_at	At3g52490
252048_at	At3g52500
252049_at	At3g52510
252054_at	At3g52540
252050_at	At3g52550
252059_at	At3g52560
252051_at	At3g52570
252055_at	At3g52580
252056_at	At3g52590
252052_at	At3g52600
252008_at	At3g52610
252061_at	At3g52620
252028_at	At3g52640
252062_at	At3g52640
252030_at	At3g52690
251999_at	At3g52700
252000_at	At3g52710
252011_at	At3g52720
252012_at	At3g52730
252010_at	At3g52740
252001_at	At3g52750
252002_at	At3g52760
252003_at	At3g52770
252004_at	At3g52780
252009_at	At3g52800
252005_at	At3g52810
252006_at	At3g52820
252007_at	At3g52830
251996_at	At3g52840
252027_at	At3g52850
252013_at	At3g52860
252014_at	At3g52870
252024_at	At3g52880
251994_at	At3g52890
252025_at	At3g52900
252015_at	At3g52910
252023_at	At3g52920
252022_at	At3g52930
251995_at	At3g52940
252016_at	At3g52950
251993_at	At3g52960
252017_at	At3g52970
252018_at	At3g53000
251997_at	At3g53020
252026_at	At3g53030
252019_at	At3g53040
252020_at	At3g53060
252021_at	At3g53070
251981_at	At3g53080
251998_at	At3g53090
251968_at	At3g53100
251989_at	At3g53110
251969_at	At3g53130
251970_at	At3g53150
251971_at	At3g53160
251972_at	At3g53170
251973_at	At3g53180
251982_at	At3g53190
251974_at	At3g53200
251983_at	At3g53210
251985_at	At3g53220
251975_at	At3g53230
251976_at	At3g53240
251977_at	At3g53250
251984_at	At3g53260
251980_at	At3g53270
251987_at	At3g53280
251978_at	At3g53290
251988_at	At3g53300
251986_at	At3g53310
251990_at	At3g53320
251991_at	At3g53340
251992_at	At3g53350
251965_at	At3g53360
251964_at	At3g53370
251966_at	At3g53380
251967_at	At3g53390
251937_at	At3g53400
251959_at	At3g53410
251962_at	At3g53420
251938_at	At3g53430
251939_at	At3g53440
251940_at	At3g53450
251956_at	At3g53460
251941_at	At3g53470
251942_at	At3g53480
251943_at	At3g53500
251944_at	At3g53510
251945_at	At3g53520
251947_at	At3g53550
251958_at	At3g53560
251963_at	At3g53570
251948_at	At3g53580
251949_at	At3g53590
251950_at	At3g53600
251960_at	At3g53610
251961_at	At3g53620
251952_at	At3g53650
251953_at	At3g53670
251954_at	At3g53670
251955_at	At3g53680
251957_at	At3g53690
251936_at	At3g53700
251905_at	At3g53710
251906_at	At3g53720
251924_at	At3g53730
251926_at	At3g53740
251907_at	At3g53760
251908_at	At3g53770
251930_at	At3g53780
251909_at	At3g53790
251919_at	At3g53800
251910_at	At3g53810
251911_at	At3g53820
251912_at	At3g53840
251923_at	At3g53880
251921_at	At3g53890
251920_at	At3g53900
251913_at	At3g53910
251929_at	At3g53920
251914_at	At3g53930
251915_at	At3g53940
251931_at	At3g53950
251916_at	At3g53960
251917_at	At3g53970
251928_at	At3g53980
251927_at	At3g53990
251925_at	At3g54000
251932_at	At3g54010
251922_at	At3g54030
251918_at	At3g54040
251885_at	At3g54050
251933_at	At3g54060
251934_at	At3g54070
251889_at	At3g54080
251935_at	At3g54090
251901_at	At3g54100
251902_at	At3g54110
251903_at	At3g54120
251904_at	At3g54130
251882_at	At3g54140
251884_at	At3g54150
251887_at	At3g54170
251888_at	At3g54190
251879_at	At3g54200
251883_at	At3g54210
251890_at	At3g54220
251873_at	At3g54230
251874_at	At3g54240
251881_at	At3g54250
251886_at	At3g54260
251875_at	At3g54270
251876_at	At3g54280
251880_at	At3g54290
251877_at	At3g54300
251878_at	At3g54310
251891_at	At3g54320
251892_at	At3g54320
251898_at	At3g54340
251866_at	At3g54350
251897_at	At3g54360
251893_at	At3g54380
251894_at	At3g54380
251896_at	At3g54390
251899_at	At3g54400
251895_at	At3g54420
251900_at	At3g54430
251867_at	At3g54480
251868_at	At3g54490
251869_at	At3g54500
251870_at	At3g54510
251871_at	At3g54520
251845_at	At3g54540
251846_at	At3g54560
251872_at	At3g54570
251842_at	At3g54580
251843_x_at	At3g54590
251849_at	At3g54610
251848_at	At3g54620
251844_at	At3g54630
251847_at	At3g54640
251850_at	At3g54650
251860_at	At3g54660
251851_at	At3g54670
251859_at	At3g54680
251855_at	At3g54690
251856_at	At3g54720
251852_at	At3g54750
251857_at	At3g54770
251853_at	At3g54790
251854_at	At3g54800
251861_at	At3g54810
251858_at	At3g54820
251817_at	At3g54840
251862_at	At3g54850
251818_at	At3g54860
251863_at	At3g54870
251814_at	At3g54890
251815_at	At3g54900
251864_at	At3g54920
251865_at	At3g54930
251838_at	At3g54940
251839_at	At3g54950
251840_at	At3g54960
251812_at	At3g54970
251841_at	At3g54980
251811_at	At3g54990
251813_at	At3g55000
251816_at	At3g55005
251830_at	At3g55010
251829_at	At3g55020
251819_at	At3g55030
251820_at	At3g55040
251821_at	At3g55050
251822_at	At3g55060
251828_at	At3g55070
251823_at	At3g55080
251824_at	At3g55090
251825_at	At3g55100
251826_at	At3g55110
251827_at	At3g55120
251785_at	At3g55130
251831_at	At3g55140
251832_at	At3g55150
251833_at	At3g55160
251834_at	At3g55170
251835_at	At3g55180
251836_at	At3g55190
251810_at	At3g55250
251782_at	At3g55260
251786_at	At3g55270
251783_at	At3g55280
251779_at	At3g55300
251784_at	At3g55330
251803_at	At3g55350
251796_at	At3g55360
251806_at	At3g55370
251802_at	At3g55380
251795_at	At3g55390
251807_at	At3g55400
251787_at	At3g55410
251788_at	At3g55420
251804_at	At3g55430
251801_at	At3g55440
251789_at	At3g55450
251798_at	At3g55460
251790_at	At3g55470
251808_at	At3g55480
251791_at	At3g55500
251800_at	At3g55510
251799_at	At3g55520
251805_at	At3g55530
251792_at	At3g55550
251797_at	At3g55560
251793_at	At3g55580
251794_at	At3g55590
251809_at	At3g55600
251760_at	At3g55605
251776_at	At3g55620
251759_at	At3g55630
251757_at	At3g55640
251778_at	At3g55660
251747_at	At3g55670
251748_at	At3g55680
251749_at	At3g55690
251761_at	At3g55700
251750_at	At3g55710
251751_at	At3g55720
251763_at	At3g55730
251752_at	At3g55740
251753_at	At3g55760
251758_at	At3g55770
251754_at	At3g55780
251755_at	At3g55790
251762_at	At3g55800
251756_at	At3g55820
251764_at	At3g55830
251717_at	At3g55850
251716_at	At3g55870
251765_at	At3g55880
251743_at	At3g55890
251766_at	At3g55910
251772_at	At3g55920
251767_at	At3g55930
251768_at	At3g55940
251769_at	At3g55950
251773_at	At3g55960
251770_at	At3g55970
251745_at	At3g55980
251771_at	At3g56000
251744_at	At3g56010
251741_at	At3g56040
251742_at	At3g56050
251746_at	At3g56060
251740_at	At3g56070
251713_at	At3g56080
251735_at	At3g56090
251718_at	At3g56100
251732_at	At3g56110
251712_at	At3g56120
251736_at	At3g56130
251719_at	At3g56140
251738_at	At3g56150
251720_at	At3g56160
251739_at	At3g56170
251722_at	At3g56200
251723_at	At3g56230
251733_at	At3g56240
251724_at	At3g56250
251725_at	At3g56260
251734_at	At3g56270
251726_at	At3g56280
251727_at	At3g56290
251728_at	At3g56300
251729_at	At3g56310
251730_at	At3g56330
251737_at	At3g56340
251731_at	At3g56350
251704_at	At3g56360
251714_at	At3g56370
251709_at	At3g56380
251715_at	At3g56390
251705_at	At3g56400
251684_at	At3g56410
251685_at	At3g56430
251686_at	At3g56440
251687_at	At3g56460
251688_at	At3g56480
251707_at	At3g56490
251689_at	At3g56500
251690_at	At3g56510
251691_at	At3g56520
251693_at	At3g56550
251708_at	At3g56580
251695_at	At3g56590
251696_at	At3g56590
251697_at	At3g56600
251698_at	At3g56610
251706_at	At3g56620
251699_at	At3g56630
251700_at	At3g56640
251701_at	At3g56650
251702_at	At3g56660
251703_at	At3g56670
246319_at	At3g56680
246295_at	At3g56690
246342_at	At3g56700
246293_at	At3g56710
246343_at	At3g56720
246344_at	At3g56730
246318_at	At3g56740
246296_at	At3g56750
246345_at	At3g56760
246290_at	At3g56800
246346_at	At3g56810
246291_at	At3g56820
246347_at	At3g56830
246348_at	At3g56840
246314_at	At3g56850
246292_at	At3g56860
246315_at	At3g56870
246289_at	At3g56880
246316_at	At3g56890
246317_at	At3g56900
251710_at	At3g56930
251664_at	At3g56940
251661_at	At3g56950
251711_at	At3g56960
251677_at	At3g56980
251678_at	At3g56990
251657_at	At3g57000
251668_at	At3g57010
251658_at	At3g57020
251679_at	At3g57030
251665_at	At3g57040
251666_at	At3g57050
251680_at	At3g57060
251663_at	At3g57070
251662_at	At3g57080
251659_at	At3g57090
251681_at	At3g57100
251683_at	At3g57120
251653_at	At3g57130
251654_at	At3g57140
251667_at	At3g57150
251660_at	At3g57160
251656_at	At3g57170
251669_at	At3g57180
251670_at	At3g57190
251671_at	At3g57210
251626_at	At3g57220
251672_at	At3g57230
251673_at	At3g57240
251674_at	At3g57250
251625_at	At3g57260
251627_at	At3g57270
251624_at	At3g57280
251628_at	At3g57290
251675_at	At3g57300
251676_at	At3g57320
251649_at	At3g57330
251622_at	At3g57340
251650_at	At3g57360
251651_at	At3g57370
251652_at	At3g57380
251623_at	At3g57390
251629_at	At3g57410
251630_at	At3g57420
251631_at	At3g57430
251632_at	At3g57440
251640_at	At3g57450
251633_at	At3g57460
251641_at	At3g57470
251634_at	At3g57480
251638_at	At3g57490
251635_at	At3g57510
251642_at	At3g57520
251636_at	At3g57530
251644_at	At3g57540
251643_at	At3g57550
251639_at	At3g57560
251637_at	At3g57570
251598_at	At3g57600
251599_at	At3g57610
251595_at	At3g57620
251594_at	At3g57630
251596_at	At3g57650
251593_at	At3g57660
251592_at	At3g57670
251591_at	At3g57680
251590_at	At3g57690
251621_at	At3g57700
251600_at	At3g57710
251648_at	At3g57720
251597_at	At3g57750
251603_at	At3g57760
251647_at	At3g57770
251646_at	At3g57780
251602_at	At3g57785
251645_at	At3g57790
251601_at	At3g57800
251558_at	At3g57810
251604_at	At3g57820
251605_at	At3g57830
251606_at	At3g57840
251607_at	At3g57850
251608_at	At3g57860
251561_at	At3g57870
251563_at	At3g57880
251562_at	At3g57890
251609_at	At3g57900
251560_at	At3g57920
251610_at	At3g57930
251611_at	At3g57940
251612_at	At3g57950
251613_at	At3g57960
251614_at	At3g57970
251615_at	At3g57980
251616_at	At3g57990
251617_at	At3g58000
251559_at	At3g58010
251618_at	At3g58020
251589_at	At3g58040
251619_at	At3g58050
251620_at	At3g58060
251586_at	At3g58070
251587_at	At3g58080
251588_at	At3g58090
251574_at	At3g58100
251575_at	At3g58120
251573_at	At3g58140
251564_at	At3g58160
251579_at	At3g58170
251578_at	At3g58180
251565_at	At3g58190
251576_at	At3g58200
251566_at	At3g58210
251567_at	At3g58230
251568_at	At3g58280
251569_at	At3g58290
251570_at	At3g58300
251571_at	At3g58330
251577_at	At3g58350
251572_at	At3g58390
251580_at	At3g58450
251533_at	At3g58460
251537_at	At3g58470
251534_at	At3g58510
251530_at	At3g58520
251532_at	At3g58530
251535_at	At3g58540
251531_at	At3g58550
251581_at	At3g58560
251529_at	At3g58570
251582_at	At3g58580
251583_at	At3g58590
251528_at	At3g58600
251536_at	At3g58610
251584_at	At3g58620
251585_at	At3g58630
251526_at	At3g58640
251527_at	At3g58650
251538_at	At3g58660
251554_at	At3g58670
251551_at	At3g58680
251539_at	At3g58690
251552_at	At3g58700
251553_at	At3g58710
251557_at	At3g58730
251540_at	At3g58740
251541_at	At3g58750
251542_at	At3g58760
251543_at	At3g58770
251555_at	At3g58780
251544_at	At3g58790
251550_at	At3g58800
251545_at	At3g58810
251546_at	At3g58830
251556_at	At3g58840
251547_at	At3g58860
251548_at	At3g58870
251549_at	At3g58890
251508_at	At3g58970
251523_at	At3g58975
251524_at	At3g58990
251525_at	At3g59000
251509_at	At3g59010
251495_at	At3g59020
251504_at	At3g59030
251496_at	At3g59040
251505_at	At3g59050
251497_at	At3g59060
251498_at	At3g59070
251507_at	At3g59080
251506_at	At3g59090
251499_at	At3g59100
251500_at	At3g59110
251501_at	At3g59120
251502_at	At3g59130
251503_at	At3g59140
251510_at	At3g59170
251511_at	At3g59180
251512_at	At3g59190
251513_at	At3g59220
251514_at	At3g59260
251515_at	At3g59270
251492_at	At3g59280
251468_at	At3g59290
251493_at	At3g59300
251466_at	At3g59340
251494_at	At3g59350
251465_at	At3g59360
251517_at	At3g59370
251464_at	At3g59380
251518_at	At3g59390
251519_at	At3g59400
251520_at	At3g59410
251521_at	At3g59420
251522_at	At3g59430
251488_at	At3g59440
251489_at	At3g59460
251467_at	At3g59470
251491_at	At3g59480
251490_at	At3g59490
251469_at	At3g59530
251486_at	At3g59540
251485_at	At3g59550
251472_at	At3g59580
251473_at	At3g59610
251474_at	At3g59630
251484_at	At3g59640
251483_at	At3g59650
251475_at	At3g59660
251476_at	At3g59670
251477_at	At3g59680
251478_at	At3g59690
251479_at	At3g59700
251480_at	At3g59710
251481_at	At3g59730
251487_at	At3g59760
251460_at	At3g59770
251462_at	At3g59790
251463_at	At3g59800
251447_at	At3g59810
251432_at	At3g59820
251433_at	At3g59830
251446_at	At3g59840
251448_at	At3g59845
251434_at	At3g59850
251445_at	At3g59870
251436_at	At3g59900
251437_at	At3g59910
251449_at	At3g59920
251443_at	At3g59940
251439_at	At3g59950
251442_at	At3g59980
251444_at	At3g59990
251440_at	At3g60010
251441_at	At3g60020
251450_at	At3g60030
251452_at	At3g60060
251453_at	At3g60070
251454_at	At3g60080
251455_at	At3g60100
251430_at	At3g60110
251456_at	At3g60120
251427_at	At3g60130
251428_at	At3g60140
251458_at	At3g60170
251426_at	At3g60180
251429_at	At3g60190
251459_at	At3g60200
251425_at	At3g60210
251412_at	At3g60220
251431_at	At3g60240
251409_at	At3g60245
251411_at	At3g60250
251406_at	At3g60260
251401_at	At3g60270
251410_at	At3g60280
251402_at	At3g60290
251403_at	At3g60300
251404_at	At3g60310
251413_at	At3g60320
251405_at	At3g60330
251408_at	At3g60340
251407_at	At3g60350
251371_at	At3g60360
251414_at	At3g60370
251415_at	At3g60380
251374_at	At3g60390
251416_at	At3g60400
251375_at	At3g60410
251400_at	At3g60420
251417_at	At3g60430
251418_at	At3g60440
251370_at	At3g60450
251419_at	At3g60470
251369_at	At3g60480
251420_at	At3g60490
251421_at	At3g60510
251372_at	At3g60520
251373_at	At3g60530
251422_at	At3g60540
251423_at	At3g60550
251424_at	At3g60560
251397_at	At3g60570
251398_at	At3g60580
251399_at	At3g60590
251338_at	At3g60600
251343_at	At3g60620
251376_at	At3g60630
251393_at	At3g60640
251377_at	At3g60650
251378_at	At3g60660
251379_at	At3g60680
251342_at	At3g60690
251380_at	At3g60700
251381_at	At3g60720
251382_at	At3g60730
251383_at	At3g60740
251396_at	At3g60750
251384_at	At3g60760
251341_at	At3g60770
251339_at	At3g60780
251385_at	At3g60790
251386_at	At3g60800
251387_at	At3g60810
251337_at	At3g60820
251340_at	At3g60830
251388_at	At3g60840
251389_at	At3g60850
251390_at	At3g60860
251392_at	At3g60880
251394_at	At3g60900
251391_at	At3g60910
251344_at	At3g60920
251345_at	At3g60940
251346_at	At3g60980
251347_at	At3g61010
251350_at	At3g61040
251356_at	At3g61060
251352_at	At3g61070
251353_at	At3g61080
251354_at	At3g61090
251355_at	At3g61100
251357_at	At3g61110
251312_at	At3g61120
251308_at	At3g61130
251311_at	At3g61140
251310_at	At3g61150
251358_at	At3g61160
251359_at	At3g61170
251314_at	At3g61180
251336_at	At3g61190
251307_at	At3g61200
251360_at	At3g61210
251309_at	At3g61220
251361_at	At3g61230
251362_at	At3g61240
251363_at	At3g61250
251306_at	At3g61260
251364_at	At3g61300
251365_at	At3g61310
251366_at	At3g61340
251367_at	At3g61350
251368_at	At3g61380
251334_at	At3g61390
251335_at	At3g61400
251315_at	At3g61410
251324_at	At3g61430
251322_at	At3g61440
251329_at	At3g61450
251321_at	At3g61460
251317_at	At3g61490
251320_at	At3g61530
251327_at	At3g61540
251330_at	At3g61550
251318_at	At3g61570
251323_at	At3g61580
251326_at	At3g61590
251328_at	At3g61600
251319_at	At3g61610
251288_at	At3g61620
251282_at	At3g61630
251281_at	At3g61640
251332_at	At3g61670
251333_at	At3g61690
251274_at	At3g61700
251286_at	At3g61710
251275_at	At3g61720
251276_at	At3g61740
251277_at	At3g61760
251285_at	At3g61770
251278_at	At3g61780
251283_at	At3g61790
251279_at	At3g61800
251280_at	At3g61810
251287_at	At3g61820
251289_at	At3g61830
251284_at	At3g61840
251290_at	At3g61850
251242_at	At3g61860
251243_at	At3g61870
251301_at	At3g61880
251272_at	At3g61890
251291_at	At3g61900
251303_at	At3g61910
251292_at	At3g61920
251293_at	At3g61930
251294_at	At3g61940
251299_at	At3g61950
251273_at	At3g61960
251302_at	At3g61970
251300_at	At3g61980
251304_at	At3g61990
251295_at	At3g62000
251296_at	At3g62010
251297_at	At3g62020
251305_at	At3g62030
251298_at	At3g62040
251271_at	At3g62050
251244_at	At3g62060
251262_at	At3g62080
251245_at	At3g62090
251246_at	At3g62100
251261_at	At3g62110
251264_at	At3g62120
251260_at	At3g62130
251247_at	At3g62140
251248_at	At3g62150
251249_at	At3g62160
251258_at	At3g62170
251250_at	At3g62180
251263_at	At3g62190
251251_at	At3g62220
251252_at	At3g62230
251253_at	At3g62240
251259_at	At3g62260
251254_at	At3g62270
251255_at	At3g62280
251257_at	At3g62290
251256_at	At3g62300
251265_at	At3g62310
251266_at	At3g62320
251267_at	At3g62330
251268_at	At3g62350
251269_at	At3g62360
251270_at	At3g62370
251236_at	At3g62380
251219_at	At3g62390
251220_at	At3g62400
251218_at	At3g62410
251237_at	At3g62420
251238_at	At3g62430
251239_at	At3g62440
251240_at	At3g62450
251212_at	At3g62480
251213_at	At3g62490
251214_at	At3g62500
251215_at	At3g62510
251221_at	At3g62550
251217_at	At3g62560
251222_at	At3g62580
251191_at	At3g62590
251182_at	At3g62600
251223_at	At3g62610
251224_at	At3g62620
251183_at	At3g62630
251180_at	At3g62640
251189_at	At3g62650
251225_at	At3g62660
251226_at	At3g62680
251190_at	At3g62690
251227_at	At3g62700
251228_at	At3g62710
251192_at	At3g62720
251188_at	At3g62730
251229_at	At3g62740
251231_at	At3g62760
251187_at	At3g62770
251232_at	At3g62780
251186_at	At3g62790
251233_at	At3g62800
251210_at	At3g62810
251181_at	At3g62820
251184_at	At3g62840
251235_at	At3g62860
251185_at	At3g62870
251208_at	At3g62880
251209_at	At3g62890
251193_at	At3g62910
251194_at	At3g62920
251195_at	At3g62930
251149_at	At3g62940
251196_at	At3g62950
251197_at	At3g62960
251198_at	At3g62970
251199_at	At3g62980
251153_at	At3g63000
251200_at	At3g63010
251201_at	At3g63020
251202_at	At3g63040
251207_at	At3g63050
251156_at	At3g63060
251203_at	At3g63070
251205_at	At3g63080
251206_at	At3g63090
251204_at	At3g63100
251154_at	At3g63110
251150_at	At3g63120
251152_at	At3g63130
251157_at	At3g63140
251158_at	At3g63150
251155_at	At3g63160
251151_at	At3g63170
251172_at	At3g63190
251174_at	At3g63200
251169_at	At3g63210
251171_at	At3g63220
251159_at	At3g63230
251160_at	At3g63240
251175_at	At3g63250
251170_at	At3g63260
251173_at	At3g63270
251161_at	At3g63290
251162_at	At3g63300
251163_at	At3g63310
251165_at	At3g63330
251166_at	At3g63350
251167_at	At3g63360
251168_at	At3g63370
251176_at	At3g63380
251117_at	At3g63390
251177_at	At3g63400
251118_at	At3g63410
251121_at	At3g63420
251178_at	At3g63440
251179_at	At3g63460
251147_at	At3g63480
251120_at	At3g63490
251145_at	At3g63500
251119_at	At3g63510
251146_at	At3g63520
256248_at	At3g66652
256247_at	At3g66656
256246_at	At3g66658
255710_at	At4g00030
255703_at	At4g00040
255694_at	At4g00050
255695_at	At4g00080
255711_at	At4g00090
255706_at	At4g00100
255696_at	At4g00110
255697_at	At4g00130
255698_at	At4g00150
255705_at	At4g00160
255704_at	At4g00170
255709_at	At4g00180
255699_at	At4g00190
255700_at	At4g00200
255701_at	At4g00220
255702_at	At4g00230
255707_at	At4g00231
255708_at	At4g00232
255667_at	At4g00240
265908_at	At4g00270
255712_at	At4g00280
255714_at	At4g00300
255672_at	At4g00310
255716_at	At4g00330
255670_at	At4g00335
255673_at	At4g00340
255717_at	At4g00350
255671_at	At4g00355
255691_at	At4g00370
255666_at	At4g00390
255662_at	At4g00400
255692_at	At4g00400
255669_at	At4g00416
255663_at	At4g00420
255674_at	At4g00430
255664_at	At4g00440
255665_at	At4g00450
255757_at	At4g00460
255675_at	At4g00480
255676_at	At4g00490
255677_at	At4g00500
255678_at	At4g00510
255679_at	At4g00520
255680_at	At4g00530
255681_at	At4g00550
255682_at	At4g00560
255683_at	At4g00570
255633_at	At4g00585
255684_at	At4g00590
255686_at	At4g00630
255687_at	At4g00640
255634_at	At4g00650
255688_at	At4g00660
255632_at	At4g00680
255661_at	At4g00690
255630_at	At4g00700
255631_at	At4g00710
255635_at	At4g00720
255636_at	At4g00730
255638_at	At4g00740
255637_at	At4g00750
255660_at	At4g00755
255639_at	At4g00760
255658_at	At4g00770
255626_at	At4g00780
255640_at	At4g00790
255641_at	At4g00800
255657_at	At4g00810
255642_at	At4g00820
255598_at	At4g00830
255628_at	At4g00850
255629_at	At4g00860
255644_at	At4g00870
255645_at	At4g00880
255646_at	At4g00890
255659_at	At4g00895
255647_at	At4g00900
255648_at	At4g00910
255649_at	At4g00920
255651_at	At4g00940
255652_at	At4g00950
255627_at	At4g00955
255653_at	At4g00960
255654_at	At4g00970
255655_at	At4g00980
255656_at	At4g00990
255599_at	At4g01010
255602_at	At4g01026
255601_at	At4g01030
255603_at	At4g01040
255572_at	At4g01050
255622_at	At4g01070
255604_at	At4g01080
255605_at	At4g01090
255570_at	At4g01100
255606_at	At4g01110
255625_at	At4g01120
255607_at	At4g01130
255608_at	At4g01140
255567_at	At4g01150
255610_at	At4g01190
255611_at	At4g01210
255571_at	At4g01220
255612_at	At4g01240
255568_at	At4g01250
255613_at	At4g01270
255614_at	At4g01280
255615_at	At4g01290
255616_at	At4g01290
255623_at	At4g01310
255569_at	At4g01320
255617_at	At4g01330
255618_at	At4g01340
255624_at	At4g01370
255620_at	At4g01380
255621_at	At4g01390
255573_at	At4g01400
255577_at	At4g01410
255574_at	At4g01420
255575_at	At4g01430
255576_at	At4g01440
255578_at	At4g01450
255579_at	At4g01460
255580_at	At4g01470
255587_at	At4g01480
255581_at	At4g01490
255582_at	At4g01500
255583_at	At4g01510
255584_at	At4g01530
255585_at	At4g01550
255586_at	At4g01560
255588_at	At4g01570
255536_at	At4g01575
255590_at	At4g01610
255591_at	At4g01630
255593_at	At4g01650
255538_at	At4g01680
255537_at	At4g01690
255595_at	At4g01700
255539_at	At4g01710
255596_at	At4g01720
255597_at	At4g01730
255563_at	At4g01740
255565_at	At4g01760
255535_at	At4g01790
255540_at	At4g01800
255555_at	At4g01810
255551_at	At4g01840
255552_at	At4g01850
255542_at	At4g01860
255543_at	At4g01870
255544_at	At4g01880
255545_at	At4g01890
255554_at	At4g01897
255558_at	At4g01900
255546_at	At4g01910
255547_at	At4g01920
255548_at	At4g01930
255556_at	At4g01940
255549_at	At4g01950
255553_at	At4g01960
255550_at	At4g01970
255557_at	At4g01990
255559_at	At4g02010
255510_at	At4g02020
255560_at	At4g02030
255561_at	At4g02050
255513_at	At4g02060
255562_at	At4g02070
255511_at	At4g02075
255505_at	At4g02080
255528_at	At4g02090
255529_at	At4g02120
255506_at	At4g02130
255530_at	At4g02140
255507_at	At4g02150
255531_at	At4g02160
255532_at	At4g02170
255533_at	At4g02180
255534_at	At4g02190
255512_at	At4g02195
255504_at	At4g02200
255509_at	At4g02210
255508_at	At4g02220
255520_at	At4g02230
255515_at	At4g02250
255522_at	At4g02260
255516_at	At4g02270
255521_at	At4g02280
255517_at	At4g02290
255518_at	At4g02300
